X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,ObjectId
-79.41389,43.703445,6625138,1232425,2011,2011-04-08T04:00:00.000Z,1628,16,EGLINTON AVE W,HEDDINGTON AVE, ,Major Arterial,Toronto and East York,43.703445,-79.41389,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,Minor,0,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,53,,,101,,762
-79.41389,43.703445,6625139,1232425,2011,2011-04-08T04:00:00.000Z,1628,16,EGLINTON AVE W,HEDDINGTON AVE, ,Major Arterial,Toronto and East York,43.703445,-79.41389,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,53,,,101,,763
-79.41389,43.703445,6625140,1232425,2011,2011-04-08T04:00:00.000Z,1628,16,EGLINTON AVE W,HEDDINGTON AVE, ,Major Arterial,Toronto and East York,43.703445,-79.41389,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,53,,,101,,764
-79.41389,43.703445,6625141,1232425,2011,2011-04-08T04:00:00.000Z,1628,16,EGLINTON AVE W,HEDDINGTON AVE, ,Major Arterial,Toronto and East York,43.703445,-79.41389,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Minor,0,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,53,,,101,,765
-79.494464,43.781508,80719119,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,766
-79.494464,43.781508,80719120,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Minor,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,767
-79.494464,43.781508,80719121,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minor,0,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,768
-79.494464,43.781508,80719122,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,55 to 59,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,769
-79.494464,43.781508,80719123,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,770
-79.494464,43.781508,80719124,6001707155,2016,2016-09-25T04:00:00.000Z,1629,16,KEELE ST,STEELES AVE W, ,Major Arterial,North York,43.781508,-79.494464,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,50 to 54,Minor,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,31,,,27,,771
-79.505992,43.676768,80935608,7001722344,2017,2017-09-22T04:00:00.000Z,1632,16,SCARLETT  RD,EAST DR, ,Minor Arterial,Etobicoke York,43.676768,-79.505992,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Major,0,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,12,,,111,,772
-79.505992,43.676768,80935609,7001722344,2017,2017-09-22T04:00:00.000Z,1632,16,SCARLETT  RD,EAST DR, ,Minor Arterial,Etobicoke York,43.676768,-79.505992,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,12,,,111,,773
-79.28099,43.712045,7474505,1319386,2012,2012-08-31T04:00:00.000Z,1640,16,ST CLAIR AVE E,WARDEN AVE, ,Major Arterial,Scarborough,43.712045,-79.28099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,774
-79.28099,43.712045,7474506,1319386,2012,2012-08-31T04:00:00.000Z,1640,16,ST CLAIR AVE E,WARDEN AVE, ,Major Arterial,Scarborough,43.712045,-79.28099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,65 to 69,Major,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,775
-79.28099,43.712045,7474507,1319386,2012,2012-08-31T04:00:00.000Z,1640,16,ST CLAIR AVE E,WARDEN AVE, ,Major Arterial,Scarborough,43.712045,-79.28099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Minimal,0,East,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,776
-79.28099,43.712045,7474508,1319386,2012,2012-08-31T04:00:00.000Z,1640,16,ST CLAIR AVE E,WARDEN AVE, ,Major Arterial,Scarborough,43.712045,-79.28099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,41,,,120,,777
-79.555232,43.657023,80220380,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,0,North,Fire Vehicle,Stopped,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,778
-79.555232,43.657023,80220381,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,90 to 94,Minimal,0,West,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive, , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,779
-79.555232,43.657023,80220382,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,None,0, , , , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,780
-79.555232,43.657023,80220383,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,None,0, , , , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,781
-79.555232,43.657023,80220384,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,None,0, , , , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,782
-79.555232,43.657023,80220385,4003092212,2014,2014-10-12T04:00:00.000Z,1640,16,MARTIN GROVE RD,RATHBURN  RD, ,Minor Arterial,Etobicoke York,43.657023,-79.555232,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,85 to 89,Major,0, , , , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes, , ,22,,,14,,783
-79.375842,43.644267,7543878,1338579,2012,2012-12-09T05:00:00.000Z,1644,16,YONGE ST,LAKE SHORE BLVD E, ,Expressway,Toronto and East York,43.644267,-79.375842,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"51,52",,,77,,784
-79.375842,43.644267,7543879,1338579,2012,2012-12-09T05:00:00.000Z,1644,16,YONGE ST,LAKE SHORE BLVD E, ,Expressway,Toronto and East York,43.644267,-79.375842,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,35 to 39,Major,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"51,52",,,77,,785
-79.375842,43.644267,7543880,1338579,2012,2012-12-09T05:00:00.000Z,1644,16,YONGE ST,LAKE SHORE BLVD E, ,Expressway,Toronto and East York,43.644267,-79.375842,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Passenger,0 to 4,Minimal,0, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"51,52",,,77,,786
-79.375842,43.644267,7543881,1338579,2012,2012-12-09T05:00:00.000Z,1644,16,YONGE ST,LAKE SHORE BLVD E, ,Expressway,Toronto and East York,43.644267,-79.375842,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"51,52",,,77,,787
-79.375842,43.644267,7543882,1338579,2012,2012-12-09T05:00:00.000Z,1644,16,YONGE ST,LAKE SHORE BLVD E, ,Expressway,Toronto and East York,43.644267,-79.375842,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Angle,Driver,65 to 69,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,"51,52",,,77,,788
-79.498782,43.684405,80945099,8001081100,2018,2018-06-14T04:00:00.000Z,1645,16,EGLINTON AVE W,JANE ST, ,Major Arterial,Etobicoke York,43.684405,-79.498782,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,25 to 29,Major,0,South,Motorcycle,Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , ,12,,,115,,789
-79.498782,43.684405,80945100,8001081100,2018,2018-06-14T04:00:00.000Z,1645,16,EGLINTON AVE W,JANE ST, ,Major Arterial,Etobicoke York,43.684405,-79.498782,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,0,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , ,12,,,115,,790
-79.432933,43.718421,80632007,5000754325,2015,2015-05-06T04:00:00.000Z,1649,16,LAWRENCE AVE W,BRUCEWOOD CRES,1 m North of,Major Arterial,North York,43.718421,-79.432933,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,0,East,Motorcycle,Turning Left,Improper Turn,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , ,"32,13",,,32,,791
-79.432933,43.718421,80632008,5000754325,2015,2015-05-06T04:00:00.000Z,1649,16,LAWRENCE AVE W,BRUCEWOOD CRES,1 m North of,Major Arterial,North York,43.718421,-79.432933,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minor,0,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , ,"32,13",,,32,,792
-79.578197,43.707476,80915481,7003228725,2017,2017-12-19T05:00:00.000Z,1651,16,MARTIN GROVE RD,BETHRIDGE RD, ,Major Arterial,Etobicoke York,43.707476,-79.578197,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,0 to 4,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,793
-79.578197,43.707476,80915482,7003228725,2017,2017-12-19T05:00:00.000Z,1651,16,MARTIN GROVE RD,BETHRIDGE RD, ,Major Arterial,Etobicoke York,43.707476,-79.578197,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,794
-79.578197,43.707476,80915483,7003228725,2017,2017-12-19T05:00:00.000Z,1651,16,MARTIN GROVE RD,BETHRIDGE RD, ,Major Arterial,Etobicoke York,43.707476,-79.578197,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,23,,,1,,795
-79.41489,43.776945,5382528,1048465,2008,2008-07-16T04:00:00.000Z,1655,16,YONGE Stre,KEMPFORD Boul, ,Major Arterial,North York,43.776945,-79.41489,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , , ,Yes,Yes, ,Yes,32,,,37,,796
-79.41489,43.776945,5382529,1048465,2008,2008-07-16T04:00:00.000Z,1655,16,YONGE Stre,KEMPFORD Boul, ,Major Arterial,North York,43.776945,-79.41489,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,None,0,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, ,Yes,32,,,37,,797
-79.273326,43.798335,80775986,7000466331,2017,2017-03-15T04:00:00.000Z,1658,16,BRIMLEY RD,HUNTINGWOOD DR, ,Major Arterial,Scarborough,43.798335,-79.273326,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,15 to 19,Minimal,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,129,,798
-79.273326,43.798335,80775987,7000466331,2017,2017-03-15T04:00:00.000Z,1658,16,BRIMLEY RD,HUNTINGWOOD DR, ,Major Arterial,Scarborough,43.798335,-79.273326,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,129,,799
-79.273326,43.798335,80775988,7000466331,2017,2017-03-15T04:00:00.000Z,1658,16,BRIMLEY RD,HUNTINGWOOD DR, ,Major Arterial,Scarborough,43.798335,-79.273326,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minimal,0,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,129,,800
-79.273326,43.798335,80775989,7000466331,2017,2017-03-15T04:00:00.000Z,1658,16,BRIMLEY RD,HUNTINGWOOD DR, ,Major Arterial,Scarborough,43.798335,-79.273326,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,15 to 19,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes,Yes,Yes,Yes, , ,42,,,129,,801
-79.533725,43.604254,80491697,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,East,Pick Up Truck,Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,802
-79.533725,43.604254,80491698,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,803
-79.533725,43.604254,80491699,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Major,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,804
-79.533725,43.604254,80491700,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,805
-79.533725,43.604254,80491701,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,Minimal,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,806
-79.533725,43.604254,80491702,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,807
-79.533725,43.604254,80491703,5001872986,2015,2015-10-31T04:00:00.000Z,1710,17,HORNER AVE,THIRTIETH ST, ,Minor Arterial,Etobicoke York,43.604254,-79.533725,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,0 to 4,None,0, , , , , , , , , , , , , ,Yes, , , , ,Yes, ,Yes,Yes, , ,22,,,20,,808
-79.417903,43.727889,80156118,4001802886,2014,2014-03-31T04:00:00.000Z,1715,17,AVENUE RD,FAIRLAWN AVE, ,Major Arterial,North York,43.727889,-79.417903,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,39,,809
-79.417903,43.727889,80156119,4001802886,2014,2014-03-31T04:00:00.000Z,1715,17,AVENUE RD,FAIRLAWN AVE, ,Major Arterial,North York,43.727889,-79.417903,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,0,East, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,39,,810
-79.471866,43.710231,80939416,8000514399,2018,2018-03-21T04:00:00.000Z,1720,17,LAWRENCE AVE W,BENTON RD,10 m East of,Major Arterial,Etobicoke York,43.710231,-79.471866,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,40 to 44,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,12,,,30,,811
-79.471866,43.710231,80939417,8000514399,2018,2018-03-21T04:00:00.000Z,1720,17,LAWRENCE AVE W,BENTON RD,10 m East of,Major Arterial,Etobicoke York,43.710231,-79.471866,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Major,0,North,Passenger Van,Going Ahead,Driving Properly,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,12,,,30,,812
-79.479076,43.650492,80153606,4001652316,2014,2014-03-06T05:00:00.000Z,1730,17,BLOOR ST W,DURIE ST, ,Major Arterial,Toronto and East York,43.650492,-79.479076,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,0,West,Pick Up Truck,Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,11,,,87,,813
-79.479076,43.650492,80153607,4001652316,2014,2014-03-06T05:00:00.000Z,1730,17,BLOOR ST W,DURIE ST, ,Major Arterial,Toronto and East York,43.650492,-79.479076,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,0,South, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,11,,,87,,814
-79.37829,43.666245,7515854,1324317,2012,2012-11-06T05:00:00.000Z,1731,17,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,51,,,71,,815
-79.37829,43.666245,7515855,1324317,2012,2012-11-06T05:00:00.000Z,1731,17,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,0,East,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,51,,,71,,816
-79.38899,43.747045,5376138,1045692,2008,2008-06-30T04:00:00.000Z,1733,17,YORK MILLS RD,FENN AVE, ,Major Arterial,North York,43.747045,-79.38899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,817
-79.38899,43.747045,5376139,1045692,2008,2008-06-30T04:00:00.000Z,1733,17,YORK MILLS RD,FENN AVE, ,Major Arterial,North York,43.747045,-79.38899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,818
-79.38899,43.747045,5376140,1045692,2008,2008-06-30T04:00:00.000Z,1733,17,YORK MILLS RD,FENN AVE, ,Major Arterial,North York,43.747045,-79.38899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,None,0, ,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,819
-79.38899,43.747045,5376141,1045692,2008,2008-06-30T04:00:00.000Z,1733,17,YORK MILLS RD,FENN AVE, ,Major Arterial,North York,43.747045,-79.38899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,None,0, ,Other,Unknown, , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,32,,,40,,820
